ear_left,ear_right,ear_avg,label
0.27194514029043065,0.28193134624177835,0.2769382432661045,0
0.26481430523870103,0.26999878886615114,0.26740654705242606,0
0.28451295879856353,0.2623279804064774,0.2734204696025205,0
0.2766480543577814,0.2733813535440204,0.2750147039509009,0
0.28200373421976715,0.26481955074437996,0.27341164248207356,0
0.2858576397122878,0.2664566667942152,0.2761571532532515,0
0.28126222985441296,0.2705689705752931,0.27591560021485306,0
0.2762250166125966,0.270713703284238,0.27346935994841726,0
0.28176245701712826,0.26921324310060324,0.2754878500588658,0
0.2759662420362154,0.26382907568818464,0.2698976588622,0
0.2833430068768359,0.26058131029138265,0.27196215858410927,0
0.27992298020793555,0.26788699286096557,0.27390498653445056,0
0.28020917714201204,0.262687398436953,0.2714482877894825,0
0.27197772918719065,0.25464508909681793,0.2633114091420043,0
0.2737075503236333,0.2618946800470239,0.26780111518532856,0
0.2758063219666403,0.27036739116403063,0.2730868565653355,0
0.2772062548886612,0.2729811796131513,0.27509371725090626,0
0.28285915000078515,0.27199902602460446,0.27742908801269484,0
0.28004998941290593,0.2669511106961621,0.273500550054534,0
0.27942890533098835,0.2770028865963191,0.2782158959636537,0
0.28051038060371775,0.27131615593822145,0.2759132682709696,0
0.26996953369087695,0.27348301289260524,0.2717262732917411,0
0.27665999275420056,0.27165751387911846,0.2741587533166595,0
0.27536898392920317,0.263710464445616,0.26953972418740957,0
0.28688575634175545,0.2836214252478259,0.2852535907947907,0
0.29456076863210745,0.2770026368560993,0.2857817027441034,0
0.29065240491430483,0.26507655220607707,0.2778644785601909,0
0.2888576321420374,0.2694503938202124,0.2791540129811249,0
0.2762227654767883,0.2762277659657176,0.27622526572125294,0
0.2724937638954214,0.2715693023880104,0.2720315331417159,0
0.2684485991668001,0.2769158747378612,0.2726822369523306,0
0.25668251483520277,0.2727450031240981,0.26471375897965044,0
0.2551399973485024,0.2785880973770387,0.2668640473627706,0
0.25294060102735577,0.2817803431972071,0.2673604721122814,0
0.25033450179601696,0.2780365227662837,0.26418551228115034,0
0.2585823205171618,0.27169327587320874,0.26513779819518524,0
0.25967335326674335,0.28120869820657773,0.2704410257366605,0
0.25922298833643237,0.282448453588864,0.2708357209626482,0
0.25457818085600575,0.2855611669316769,0.2700696738938413,0
0.260087708250824,0.28547405044780094,0.2727808793493125,0
0.2573009444210137,0.2846460161297304,0.27097348027537205,0
0.25415242062694465,0.2748196505946217,0.2644860356107832,0
0.23880200103355578,0.26356776653998815,0.25118488378677195,0
0.24351090731291622,0.2623504303708236,0.25293066884186993,0
0.24286852636080164,0.2557339013172428,0.2493012138390222,0
0.2507500916718414,0.25768549616693776,0.2542177939193896,0
0.2528333420800675,0.2537897997149546,0.25331157089751105,0
0.23499110565140627,0.2464561943935279,0.2407236500224671,0
0.22071883234232256,0.23216235985980696,0.22644059610106476,0
0.20991558058426726,0.2242126386223893,0.21706410960332828,0
0.213371056042205,0.21919169777206582,0.2162813769071354,0
0.211294493500298,0.22065907736502788,0.21597678543266294,0
0.21830397468791454,0.20974876720195396,0.21402637094493426,0
0.20908012416837699,0.20784738823352703,0.208463756200952,0
0.22414542692912948,0.20741596495982642,0.21578069594447796,0
0.22349632368733802,0.20212421189874605,0.21281026779304202,0
0.22538733133907696,0.20751142346588902,0.216449377402483,0
0.2256239956279933,0.20818514225358872,0.21690456894079102,0
0.22516954603360026,0.20107854335830022,0.21312404469595025,0
0.22182674248750073,0.1927448779947877,0.20728581024114423,0
0.23574263131492373,0.1984504592407033,0.21709654527781352,0
0.26366022985961846,0.241807611127943,0.25273392049378074,0
0.2775954314439765,0.25417230475118424,0.26588386809758036,0
0.28065776752526833,0.26873975303790254,0.27469876028158546,0
0.28341797279173747,0.2712631156744406,0.27734054423308907,0
0.27774585046587735,0.26443152738254216,0.2710886889242098,0
0.2835656639880636,0.26427679694482087,0.27392123046644223,0
0.2834368141669002,0.26469170773345846,0.27406426095017933,0
0.2752349542526831,0.25884713446189905,0.26704104435729104,0
0.28467130252247863,0.2559243344583504,0.2702978184904145,0
0.28925479894819284,0.2534238301287911,0.27133931453849197,0
0.2812876349688148,0.2559083843665758,0.2685980096676953,0
0.2851533848217536,0.27193616957339073,0.2785447771975722,0
0.2874990832395149,0.2689568297788703,0.27822795650919263,0
0.2888142850597343,0.27106274090573107,0.27993851298273265,0
0.28642448441041335,0.2645948327960888,0.27550965860325105,0
0.2883956069347009,0.2741878224074226,0.28129171467106173,0
0.2861056290844273,0.28276952575622527,0.28443757742032627,0
0.2909489942582394,0.2664170805271429,0.2786830373926912,0
0.2964453199010489,0.2789658565807383,0.2877055882408936,0
0.2930034485811094,0.2703885723210735,0.28169601045109144,0
0.28329400286644846,0.2838165624368064,0.28355528265162744,0
0.2962496436572069,0.27652602263034487,0.2863878331437759,0
0.30064535374439205,0.27759633284807106,0.28912084329623156,0
0.2878759444484292,0.27001186648418896,0.2789439054663091,0
0.27707230667077404,0.2666665970473649,0.27186945185906947,0
0.2761353326826446,0.2558946421184789,0.26601498740056173,0
0.2976734002535632,0.261029032810481,0.2793512165320221,0
0.275611237555651,0.2684037692747401,0.27200750341519553,0
0.2841983488463973,0.26074167229251566,0.27247001056945647,0
0.2778181775129878,0.26082454459428706,0.26932136105363746,0
0.278385116822032,0.2606731714069438,0.2695291441144879,0
0.27446359079773297,0.2833603776156921,0.27891198420671254,0
0.2706795753536927,0.2841715956654778,0.27742558550958524,0
0.2628849982221358,0.283197310922444,0.2730411545722899,0
0.2548901043018667,0.28652902689245036,0.27070956559715853,0
0.2607259120585906,0.2728980174981315,0.266811964778361,0
0.2799666897819458,0.26856594415686424,0.274266316969405,0
0.27501779877198806,0.26299851286834136,0.2690081558201647,0
0.2765912029643262,0.2697015937786269,0.2731463983714766,0
0.28137809571278777,0.26269151125305873,0.27203480348292325,0
0.2727653893656005,0.2699842561052813,0.2713748227354409,0
0.27432394774500574,0.26360442320278243,0.2689641854738941,0
0.22051805341730932,0.21569098997348726,0.2181045216953983,0
0.032031231509346954,0.06105353193825197,0.04654238172379946,0
0.08835147260284341,0.06879336167386192,0.07857241713835267,0
0.160195236745757,0.15732512223562845,0.1587601794906927,0
0.19831030770742167,0.19516168793584265,0.19673599782163215,0
0.21496944762040054,0.2129012022670498,0.2139353249437252,0
0.22148091315693608,0.21967872717433923,0.22057982016563765,0
0.2304406056564554,0.2320141200258644,0.2312273628411599,0
0.23232806895637412,0.2483597351433367,0.2403439020498554,0
0.23732978099536017,0.24241647767529878,0.23987312933532948,0
0.2389028009408588,0.24232967666784516,0.24061623880435198,0
0.2510981664995995,0.26042868122508067,0.2557634238623401,0
0.25110090004004043,0.25145450680650105,0.2512777034232707,0
0.24644878457431285,0.2540782351997273,0.25026350988702006,0
0.25954864742209277,0.25066395713096273,0.25510630227652775,0
0.2686693032104514,0.25706954432216755,0.2628694237663095,0
0.25476661957309227,0.25927163830703,0.2570191289400611,0
0.26601879191073496,0.26323192478405893,0.264625358347397,0
0.26844828372149204,0.25741034271581426,0.26292931321865315,0
0.2769861618561105,0.2725980364107079,0.2747920991334092,0
0.2727965436137502,0.26703662100696,0.2699165823103551,0
0.26997483468191324,0.2596813196259336,0.2648280771539234,0
0.2735042891201606,0.27121074749854385,0.27235751830935223,0
